source_id,ra,dec,phot_g_mean_mag,astrometric_excess_noise,x_true_equator,dgm_sector
6051520306298757120,247.70770187077161,-22.06189345724051,12.258647,1.995217,-6282.177551171986,Prograde
6050339057155593856,243.9043976641139,-23.401559596542064,13.987643,1.9941664,6528.453251811086,Retrograde
6048952229393252352,246.3597992368264,-25.351245311430965,12.781064,1.9907633,-1275.3461400960869,Prograde
6052479119100197504,248.56631002771687,-20.62444542195433,14.501775,1.9861718,-9362.42374786475,Prograde
6050422860561682560,244.25987490916816,-22.97705643945245,13.400252,1.9764482,5281.475252406136,Retrograde
6051041232766639744,247.40084137533174,-22.779232816516807,13.5180235,1.9754748,-5147.557951932808,Prograde
6051673623750782336,248.41939434540052,-21.228443025716334,14.17763,1.9728615,-8775.996756106406,Prograde
6242657002492062208,242.88475991134024,-22.394398219421596,14.283075,1.9604155,9736.329736906015,Retrograde
6244376608616348928,244.7242741430815,-20.888531077595722,11.462388,1.9507289,3398.054402703906,Retrograde
6047308218997489408,248.67358210805858,-25.124464066796648,14.581828,1.9332979,-8971.300341745675,Prograde
6052606181409844096,247.16713906923977,-20.755545769916328,13.840125,1.9316931,-4709.59326216406,Prograde
6051539277174666368,248.3439511967703,-21.85106159861507,14.049208,1.9278715,-8423.04778719948,Prograde
6048594922477370496,245.44639428870155,-25.634039578188997,14.953192,1.9261806,1794.8093177982882,Retrograde
6049673577740715520,243.71111715237998,-24.850479978662054,14.868619,1.9229845,7408.445292706346,Retrograde
6050422860552808192,244.26161938123715,-22.977054381332465,14.799782,1.9165874,5275.700913191644,Retrograde
6245390942447163904,243.0152529342292,-20.357141753208648,12.852794,1.8968489,8966.600557625765,Retrograde
6048542833114602112,245.69271529712736,-25.7385368162564,13.80086,1.8903966,996.8431312129303,Retrograde
6243041183023490176,243.58380506127529,-21.216517905136946,14.334693,1.888777,7227.259224256327,Retrograde
6050343042885847296,244.45923557557344,-23.467198666931296,13.901431,1.869131,4702.888941081358,Retrograde
6050043494682704128,244.64064148866314,-24.3238481029843,13.970554,1.8564469,4244.5040312774845,Retrograde
6244737042266235136,244.3500564772338,-20.277229410976997,13.758159,1.8395888,4535.306529834566,Retrograde
6052748911762681216,247.97503831460492,-20.044314498117423,14.549448,1.8338088,-7501.579530514002,Prograde
6050422100345532800,244.27649315445854,-22.987299824734784,14.998152,1.829736,5228.169341176237,Retrograde
6045892357256134912,246.30298209307603,-25.970702751374983,14.787737,1.8166492,-984.5712335916297,Prograde
6049614066675854464,244.23508541899716,-24.899333501275972,12.837787,1.8134993,5682.272549800553,Retrograde
6052424143518268672,248.21530106375752,-21.093535639449527,13.220034,1.7972255,-8122.841924192332,Prograde
6050422860561680896,244.26077880692392,-22.974499138326646,13.97054,1.7811733,5278.059411816798,Retrograde
6052616317531658880,246.97173375330976,-20.676615440393284,12.568076,1.771293,-4075.9126075231106,Prograde
6050527004922640128,244.58199274347123,-22.714394897524738,14.309081,1.7712557,4171.749146431564,Retrograde
6050468799525762560,244.34432173421922,-22.990295405177203,14.756291,1.7700278,5004.16141703313,Retrograde
6050206772159097600,245.6951331018874,-23.425868886682103,14.388218,1.7644582,605.3598883010152,Retrograde
6242820490424785792,243.75850647783318,-21.744812253419774,13.266195,1.7625841,6736.618423321848,Retrograde
6052657480498325888,246.5401529040818,-20.517266342690768,14.661942,1.7537776,-2673.853469652817,Prograde
6052482589433813248,248.48603037786427,-20.57675459103277,14.768345,1.7527926,-9104.615492493142,Prograde
6050598851133198720,247.76549040319006,-24.274148616177115,13.266278,1.7413739,-6106.620407798375,Prograde
6049981647150459008,242.99584176128616,-23.863550937154077,14.247924,1.7384745,9612.27293212504,Retrograde
