source_id,ra,dec,astrometric_excess_noise
2544780080069637376,3.524961656961991,-1.1857434687477044,4.2596
2544784031439357952,3.6089063669212194,-1.014998372600374,2.0373707
2544785508908668672,3.462904658034002,-1.0305577697070272,7.578833
2544787123815748224,3.52463164868061,-0.9906564843183325,2.3799047
2544788468141097088,3.5359417145685055,-0.9371779080043632,1.0409274
2544788876162395136,3.6835611872116605,-1.0349489378143617,1.0763645
2544803479050838656,3.201698350315153,-0.8915455127151556,1.0145177
2544804406764166656,3.358198003146447,-0.8656768125594485,35.78979
2544810046056806016,3.540259666631271,-0.7551087862366438,7.5645404
2544810866394987136,3.4220599699809235,-0.8117501438532089,1.6703997
2544811897188356736,3.461536951538726,-0.7228172828028475,2.3777514
2544818322458338176,2.2303829113136184,-1.6369003509141884,20.223927
2544819868646557056,2.0350546732900288,-1.683243188955352,2.0765598
2544820658920548864,2.0726078338888043,-1.6222882874065714,45.816208
2544826156480405888,2.2937639613700544,-1.5167143404820154,4.9583435
2544827908825380480,2.3743436054914824,-1.4816833246433385,1.2486179
2544844332781880320,2.1854163572759067,-1.3546667135335897,2.9814217
2544850139576699520,2.1235735368180606,-1.2199003879884323,2.4181354
2544850723693440896,2.4368774600636867,-1.462800330483769,1.8000586
2544851067289118080,2.498925323973149,-1.4376999670574195,4.6308284
2544853163234931456,2.5510765527964243,-1.345927268034406,1.7590225
2544854301399245056,2.5536002455615585,-1.3348792240515257,4.43461
2544854915579233408,2.3574084990159427,-1.4034283034253563,1.4120939
2544860206981334400,2.6828293062588684,-1.259740751825422,5.0301194
2544862887039769856,2.645499728044123,-1.1947657997906607,2.0834856
2544867834841168384,2.6090133259642587,-1.0859970381132495,1.8575695
2544868835568581504,2.348883728499775,-1.2583693040029102,1.4353795
2544868869928072960,2.2998317111441873,-1.2768383335329385,2.1950853
